"","FID","WNS_MAP_YR","WNS_STATUS","YR_SUSPECT","YR_CONFIRM","SAMPLEDATE","STATEPROV","COUNTYNAME","FIPS","COUNTRY","suspect1","suspect2","confirm1","confirm2","smooth","county","date","year","rownumber","GC","Title","lon","lat","Date","Type","User","Log","title","url","country","numfinds","numpage","wns.map.yr","r.suspect","yr.confirm"
"645",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-18,"Type.found_it","onemorepez","<p>Visiting the cave with Adventure Connections.  This was one of the largest cache containers I have ever found.    Seemed like a there was alot going on in the area today.</p>
<p>TFTC</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"646",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-18,"Type.found_it","raptorbraeth","<p>tftc</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"647",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-18,"Type.found_it","SmasterT700","<p>TFTC</p>
<p>This entry was edited by SmasterT700 on Monday, 27 August 2012 at 03:32:46 UTC.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"648",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-17,"Type.found_it","Pirates_of_Pisgah","<p>Very interesting things, these holes. Loved this place.  Thanks for bringing us here and thanks for the cache!!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"649",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-08,"Type.found_it","sup3rgh0st","<p>Found on a hike to the springs. It's nice because it is almost 20% cooler down in the valley. </p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"650",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-04,"Type.owner_maintenance","Danbg","<p>Was playing at my play ground today</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"651",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-04,"Type.found_it","jrogers88888","<p>Bring your own pen.  Tftc.    Jrogers88888</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"652",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-01,"Type.found_it","Nater & the Turtle","<p>Found with Kartguy.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"653",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-08-01,"Type.found_it","KartGuy","<p>Found with Nater and the Turtle.  TFTC</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"654",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-07-31,"Type.found_it","koell","<p>TFTC.  Log was missing.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"655",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-07-30,"Type.found_it","angshiv","<p>Great area<br />
Fun hiking</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"656",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-07-12,"Type.found_it","Mada-who-ha","<p>Thanks for the cache. </p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"657",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-07-08,"Type.found_it","Jordan&Astrid","<p>TFTC!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"658",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-07-06,"Type.found_it","SJAAA","<p>Great place to visit!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"659",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-07-04,"Type.found_it","Carinfl3","<p>Tftc logged from my phone using the Geocache Navigator by Trimble</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"660",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-07-03,"Type.found_it","BGWanderer","<p>This is cool</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"661",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-06-24,"Type.found_it","kal-in-ky","<p>I should have planned ahead and not worn flip-flops. Thanks!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"662",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-06-24,"Type.found_it","loscarters","<p>TFTC.  Nice hiding spot.  WTC</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"663",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-06-18,"Type.found_it","bjarz","<p>Nice blue hole and belted kingfisher.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"664",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-06-17,"Type.found_it","Beeneroo","<p>Nice and secluded spot.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"665",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-06-17,"Type.found_it","nutz4aviation","<p>Another one of those great areas in this series.  I thoroughly enjoyed caching here this afternoon.  Thanks for the fun!</p>
<p>nutz4aviation<br />
Starkville, MS</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"666",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-06-17,"Type.found_it","Truth Seeker 50","<p>Slippery trails!  TFTC!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"667",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-28,"Type.found_it","Debee","<p>This is such a neat park. So many interesting spots. Thanks for showing us around, Dan. And TFTC!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"668",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-28,"Type.found_it","LSU1995","<p>Lost cave #3! KY #3!  GEAUX Tigers!!! FREE PAYTON!!!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"669",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-27,"Type.found_it","justbubbin","<p>Found with dhrnrcpa.  TNLNSL.  TFTC!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"670",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-27,"Type.found_it","jeffbouldin","<p>Loved the valley.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"671",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-27,"Type.found_it","dhrnrcpa","<p>1.   Stopped by to tour on the way home from our trip to GeoWoodstock X and found a few caches while here.  TFTC!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"672",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-26,"Type.found_it","sharkboylogan","<p>blue hole 2 was very fun</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"673",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-25,"Type.found_it","eddie-the-razor","<p>TFTC - great day in the dark!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"674",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-20,"Type.found_it","shandrum","<p>Quick find along some very nice trails. Enjoyed the cave tour.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"675",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-05-12,"Type.found_it","wehrler1","<p>Wanted to explore the hole at the end of the trail by the blue hole but decided against it do to it starting to rain and getting dark.  TFTC!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"676",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-04-21,"Type.found_it","Team Tismon","<p>Another fine geocaching day, although this one happened to be my birthday as well. So what did I do? Let's see, 5 hours of driving, pull invasive ivy for a few hours, walked around a very nice park...twice, won an attendance prize, made a few new friends, helped some young cachers with their first micro, and got 14 caches in total including our first webcam, letterbox, and CITO. All in all, a great day for caching and meeting new people!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"677",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-04-21,"Type.found_it","Razor8lade","<p>TFTC</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"678",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-04-20,"Type.found_it","Waco Goonies","<p>TFTC!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"679",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-04-15,"Type.found_it","EdnKay","<p>TFTC</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"680",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-04-11,"Type.found_it","j5scoop","<p>My GPS kept jumping around but i finally found it. TFTH</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"681",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-03-31,"Type.found_it","Wabaningo_Ranch","<p>Tyler, Luke, and I journeyed to this Lost River Cave from Memphis in the early morning. The boys and I enjoyed the boat tour and the journey afoot as we discovered the traditional caches in the park.  Thanks to the many caretakers of these grounds and thanks for a cache.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"682",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-03-21,"Type.found_it","wku arch","<p>Great find!  Took a travel bug (TBGRPP), plan to take it to a few lakes and fishing spots before placing it!  Placed a toy and placed a silver angel worry stone.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"683",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-03-17,"Type.found_it","TeamHikingstick","<p>Found this one on a very warm March day on the way to Great Smoky Mountains National Park. We'd originally planned to visit the cave but it was closed due to flooding so the kids played in the spring and then we checked out some of the surrounding trails. Very nice park. We ended up going to Mammoth Cave the next day to get our cave fix. Dropped off a TB that we've had for a VERY long time due to losing our GPS.</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"684",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-02-18,"Type.found_it","Junt Lee","<p>found on my 25th birthday start of an All night run from Nashville to Bowling green.  TFTC</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"685",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-02-18,"Type.found_it","Mini Heyd","<p>Team JWMT is out on an all nighter...TFTC! Happy Birthday Jay (Junt Lee)!!!!!</p>
<p>Team JWMT consists of Junt Lee, Workshopsktr, Tones, and myself (Mini Heyd)</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"686",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-02-18,"Type.found_it","Workshopsktr","<p>Found with team jwmt on an overnight cache run to bowling green for junt lees bday TFTC</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"687",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-02-17,"Type.found_it","Stevej607","<p>TFTC</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"688",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-02-03,"Type.found_it","Alexis101390","<p>We found our 1st one ever :) new to this!</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"689",233,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Warren","21227","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Warren-Kentucky",2012-01-01,2012,234,"GC1N7KG","Caching in the Cave: The Blue Hole # 2",36.95012,-86.4675,2012-01-23,"Type.found_it","Timandpepper","<p>Thanks</p>","Caching in the Cave: The Blue Hole # 2","https://www.geocaching.com/geocache/GC1N7KG_caching-in-the-cave-the-blue-hole-2","United States",483,20,2012-01-01,NA,2012-01-01
"690",234,"2014-15","Confirmed"," ","2014-15"," ","Kentucky","Barren","21009","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Barren-Kentucky",2014-01-01,2014,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"691",235,"2012-13","Confirmed"," ","2012-13"," ","Kentucky","Christian","21047","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Christian-Kentucky",2012-01-01,2012,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"692",236,"2010-11","Suspect","2010-11"," "," ","Virginia","Russell","51167","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Russell-Virginia",2010-01-01,2010,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,2010-01-01,NA
"693",237,"2013-14","Suspect","2013-14"," "," ","Missouri","Carter","29035","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Carter-Missouri",2013-01-01,2013,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"694",238,"2015-16","Suspect","2015-16"," "," ","Missouri","Christian","29043","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Christian-Missouri",2015-01-01,2015,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"695",239,"2016-17","Suspect","2016-17"," ","01/12/2017","Missouri","Douglas","29067","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Douglas-Missouri",2016-01-01,2016,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"696",240,"2015-16","Suspect","2015-16"," "," ","Missouri","Howell","29091","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Howell-Missouri",2015-01-01,2015,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
