"","FID","WNS_MAP_YR","WNS_STATUS","YR_SUSPECT","YR_CONFIRM","SAMPLEDATE","STATEPROV","COUNTYNAME","FIPS","COUNTRY","suspect1","suspect2","confirm1","confirm2","smooth","county","date","year","rownumber","GC","Title","lon","lat","Date","Type","User","Log","title","url","country","numfinds","numpage","wns.map.yr","r.suspect","yr.confirm"
"601",311,"2016-17","Confirmed"," ","2016-17","02/03/2017","Arkansas","Crawford","05033","United States",-27107481600000,-27107481600000,1483228800000,4070908800000,17,"Crawford-Arkansas",2016-01-01,2016,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,NA,2016-01-01
"602",312,"2012-13","Confirmed"," ","2012-13"," ","Tennessee","Meigs","47121","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Meigs-Tennessee",2012-01-01,2012,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"603",313,"2014-15","Confirmed"," ","2014-15"," ","Tennessee","Marshall","47117","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Marshall-Tennessee",2014-01-01,2014,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"604",314,"2014-15","Confirmed"," ","2014-15"," ","Tennessee","Coffee","47031","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Coffee-Tennessee",2014-01-01,2014,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"605",315,"2013-14","Confirmed"," ","2013-14"," ","Tennessee","Bedford","47003","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Bedford-Tennessee",2013-01-01,2013,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"606",316,"2012-13","Suspect","2012-13"," "," ","North Carolina","Swain","37173","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"Swain-North Carolina",2012-01-01,2012,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"607",317,"2012-13","Confirmed"," ","2012-13"," ","Tennessee","Lewis","47101","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Lewis-Tennessee",2012-01-01,2012,318,"GC3QDAW","NATR - Phosphate Mine",35.56882,-87.43112,2012-12-14,"Type.publish_listing","geoawareCA","<p>Published</p>","NATR - Phosphate Mine","https://www.geocaching.com/geocache/GC3QDAW_natr-phosphate-mine","United States",111,5,2012-01-01,NA,2012-01-01
"608",317,"2012-13","Confirmed"," ","2012-13"," ","Tennessee","Lewis","47101","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Lewis-Tennessee",2012-01-01,2012,318,"GC42XKK","NATR - Napier Mine",35.45068,-87.46973,2012-12-21,"Type.publish_listing","geoawareCA","<p>Published</p>","NATR - Napier Mine","https://www.geocaching.com/geocache/GC42XKK_natr-napier-mine","United States",152,7,2012-01-01,NA,2012-01-01
"609",318,"2012-13","Confirmed","2011-12","2012-13"," ","North Carolina","Rutherford","37161","United States",1.325376e+12,1.325376e+12,1356998400000,4070908800000,13,"Rutherford-North Carolina",2012-01-01,2012,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2011-01-01,2012-01-01
"610",319,"2012-13","Confirmed"," ","2012-13"," ","Tennessee","Sequatchie","47153","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Sequatchie-Tennessee",2012-01-01,2012,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"611",320,"2012-13","Confirmed"," ","2012-13"," ","Tennessee","Grundy","47061","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Grundy-Tennessee",2012-01-01,2012,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"612",321,"2013-14","Confirmed"," ","2013-14"," ","North Carolina","Jackson","37099","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Jackson-North Carolina",2013-01-01,2013,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"613",322,"2014-15","Suspect","2014-15"," "," ","North Carolina","Stanly","37167","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Stanly-North Carolina",2014-01-01,2014,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"614",323,"2013-14","Confirmed"," ","2013-14"," ","Tennessee","Wayne","47181","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Wayne-Tennessee",2013-01-01,2013,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"615",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-12-23,"Type.found_it","Creekwader","<p>What a great location to visit.  Answers emailed and photo to be attached when I get back home to my own computer.  TFTC</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"616",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-11-07,"Type.found_it","prestonbond","<p>Good One!</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"617",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-11-05,"Type.found_it","super_star_slugger","<p>Thanks for the find, Answers sent!</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"618",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-11-05,"Type.found_it","Team Showfeur","<p>Found on a day of Earth Caching with a great group of folks from Church! Thanks for the fun. This is an awesome place.</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"619",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-10-29,"Type.found_it","GeoKeeper","<p>Out at the student park for a birthday party.  Came over to look at Wilson, but wanted to get this one too.  Will e-mail details soon.</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"620",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-09-11,"Type.found_it","ELJLYLE","<p>Used to go in here in 1972!<br />
Thanks for the cache.<br />
ELJLYLE and Athrilla TheHunt</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"621",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-08-24,"Type.found_it","buleycomes2","<p>Visiting my daughter at SAU. Nice walk before it got too hot! Thanks for the lesson on caves.</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"622",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-07-24,"Type.found_it","ltmatt","<p>Been here several times but am logging it today. Answers on the way.</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"623",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-07-02,"Type.found_it","Baxter929","<p>Came today because it was open to the public. Went in first with my sister, then later with her husband. Be prepared to get muddy!</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"624",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-05-01,"Type.found_it","j.saillard","<p>Found it on a nice sunday afternoon,<br />
Thanks for the earthcache</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"625",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-03-03,"Type.found_it","bcobos","<p>Nice earthcache. TFTC.</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"626",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-02-26,"Type.found_it","Beep~Beep","<p>Out caching the Chattanooga and surrounding area with Caverscott.<br />
Thanks for taking the time to place this Earthcache.<br />
I do like earthcaches the best.<br />
E-Mail on the way and a picture will be uploaded.</p>
<p>TFTC<br />
Ray / Beep~Beep<br />
Horton, AL</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"627",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-02-26,"Type.found_it","CaverScott","<p>Found this one with BeepBeep during our Eastern Chattanooga cache run. Thanks for placing earthcaches!</p>
<p>www.caverscott.com</p>
<p>Birmingham, AL </p>
<p>Will load photo tonight.</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"628",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-02-21,"Type.found_it","odocoileus","<p>Nice rock wall!  TFTS!  Answers to follow.</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"629",324,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Hamilton","47065","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Hamilton-Tennessee",2011-01-01,2011,325,"GC1554H","The Student Park Cave Earthcache",35.04778,-85.04642,2011-01-29,"Type.found_it","jimireece","<p>Great history and cave info. measurements are on the way.</p>","The Student Park Cave Earthcache","https://www.geocaching.com/geocache/GC1554H_the-student-park-cave-earthcache","United States",207,9,2011-01-01,NA,2011-01-01
"630",325,"2012-13","Confirmed"," ","2012-13"," ","Tennessee","Lawrence","47099","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Lawrence-Tennessee",2012-01-01,2012,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"631",326,"2014-15","Confirmed"," ","2014-15"," ","Tennessee","Giles","47055","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Giles-Tennessee",2014-01-01,2014,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"632",327,"2010-11","Confirmed"," ","2010-11"," ","North Carolina","Transylvania","37175","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Transylvania-North Carolina",2010-01-01,2010,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"633",328,"2011-12","Confirmed"," ","2011-12"," ","Tennessee","Franklin","47051","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Franklin-Tennessee",2011-01-01,2011,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"634",329,"2012-13","Confirmed"," ","2012-13"," ","Tennessee","Marion","47115","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Marion-Tennessee",2012-01-01,2012,330,"GC14T3V","Sequatchie Cave Earthcache",35.12058,-85.594,2012-11-10,"Type.found_it","StiffyBlue","<p>Sending info shortly </p>","Sequatchie Cave Earthcache","https://www.geocaching.com/geocache/GC14T3V_sequatchie-cave-earthcache","United States",82,4,2012-01-01,NA,2012-01-01
"635",330,"2013-14","Suspect","2013-14"," "," ","North Carolina","Cherokee","37039","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Cherokee-North Carolina",2013-01-01,2013,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"636",331,"2013-14","Confirmed"," ","2013-14"," ","Tennessee","Polk","47139","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Polk-Tennessee",2013-01-01,2013,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"637",332,"2016-17","Suspect","2016-17"," "," ","Texas","Collingsworth","48087","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Collingsworth-Texas",2016-01-01,2016,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"638",333,"2012-13","Confirmed"," ","2012-13"," ","South Carolina","Pickens","45077","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Pickens-South Carolina",2012-01-01,2012,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"639",334,"2013-14","Confirmed"," ","2013-14"," ","South Carolina","Oconee","45073","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Oconee-South Carolina",2013-01-01,2013,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"640",335,"2011-12","Suspect","2011-12"," "," ","Alabama","Lauderdale","01077","United States",1.325376e+12,4070908800000,-27107481600000,-27107481600000,12,"Lauderdale-Alabama",2011-01-01,2011,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,2011-01-01,NA
"641",336,"2014-15","Confirmed"," ","2014-15"," ","Alabama","Limestone","01083","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Limestone-Alabama",2014-01-01,2014,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"642",337,"2013-14","Confirmed"," ","2013-14"," ","Georgia","Rabun","13241","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Rabun-Georgia",2013-01-01,2013,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"643",338,"2011-12","Confirmed"," ","2011-12"," ","Alabama","Jackson","01071","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Jackson-Alabama",2011-01-01,2011,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"644",339,"2012-13","Confirmed"," ","2012-13"," ","Georgia","Dade","13083","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Dade-Georgia",2012-01-01,2012,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"645",340,"2012-13","Confirmed"," ","2012-13"," ","Georgia","Walker","13295","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Walker-Georgia",2012-01-01,2012,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"646",341,"2014-15","Suspect","2014-15"," "," ","Alabama","Colbert","01033","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Colbert-Alabama",2014-01-01,2014,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"647",342,"2015-16","Confirmed"," ","2015-16"," ","Alabama","DeKalb","01049","United States",-27107481600000,-27107481600000,1451606400000,4070908800000,16,"DeKalb-Alabama",2015-01-01,2015,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,NA,2015-01-01
"648",343,"2012-13","Confirmed"," ","2012-13"," ","Georgia","Gilmer","13123","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Gilmer-Georgia",2012-01-01,2012,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"649",344,"2013-14","Confirmed"," ","2013-14"," ","Alabama","Lawrence","01079","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Lawrence-Alabama",2013-01-01,2013,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"650",345,"2014-15","Suspect","2014-15"," "," ","Arkansas","Garland","05051","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Garland-Arkansas",2014-01-01,2014,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"651",346,"2016-17","Suspect","2016-17"," ","UNKNOWN","Texas","Childress","48075","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Childress-Texas",2016-01-01,2016,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"652",347,"2014-15","Suspect","2014-15"," "," ","Arkansas","Polk","05113","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Polk-Arkansas",2014-01-01,2014,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"653",348,"2013-14","Confirmed"," ","2013-14"," ","Alabama","Morgan","01103","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Morgan-Alabama",2013-01-01,2013,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"654",349,"2015-16","Suspect","2015-16"," "," ","Georgia","Dawson","13085","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Dawson-Georgia",2015-01-01,2015,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"655",350,"2016-17","Suspect","2016-17"," ","02/00/2017","Mississippi","Union","28145","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Union-Mississippi",2016-01-01,2016,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"656",351,"2014-15","Confirmed"," ","2014-15"," ","Alabama","Marshall","01095","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Marshall-Alabama",2014-01-01,2014,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"657",352,"2014-15","Suspect","2014-15"," "," ","Georgia","Floyd","13115","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Floyd-Georgia",2014-01-01,2014,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"658",353,"2015-16","Suspect","2015-16"," "," ","Georgia","Chattooga","13055","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Chattooga-Georgia",2015-01-01,2015,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"659",354,"2015-16","Confirmed"," ","2015-16"," ","Alabama","Franklin","01059","United States",-27107481600000,-27107481600000,1451606400000,4070908800000,16,"Franklin-Alabama",2015-01-01,2015,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,NA,2015-01-01
"660",355,"2016-17","Suspect","2016-17"," "," ","Texas","Hardeman","48197","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Hardeman-Texas",2016-01-01,2016,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"661",356,"2013-14","Confirmed"," ","2013-14"," ","Georgia","Pickens","13227","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Pickens-Georgia",2013-01-01,2013,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"662",357,"2013-14","Suspect","2013-14"," "," ","Georgia","Bartow","13015","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Bartow-Georgia",2013-01-01,2013,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"663",358,"2016-17","Suspect","2016-17"," "," ","Texas","Cottle","48101","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Cottle-Texas",2016-01-01,2016,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"664",359,"2013-14","Confirmed"," ","2013-14"," ","South Carolina","Richland","45079","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Richland-South Carolina",2013-01-01,2013,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"665",360,"2013-14","Suspect","2013-14"," "," ","Georgia","Polk","13233","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Polk-Georgia",2013-01-01,2013,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"666",361,"2013-14","Suspect","2013-14"," "," ","Georgia","Paulding","13223","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Paulding-Georgia",2013-01-01,2013,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"667",362,"2015-16","Suspect","2015-16"," "," ","Alabama","Calhoun","01015","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Calhoun-Alabama",2015-01-01,2015,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"668",363,"2016-17","Suspect","2016-17"," "," ","Texas","King","48269","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"King-Texas",2016-01-01,2016,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"669",364,"2016-17","Confirmed","2015-16","2016-17","02/27/2017","Alabama","Shelby","01117","United States",1451606400000,1451606400000,1483228800000,4070908800000,17,"Shelby-Alabama",2016-01-01,2016,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2015-01-01,2016-01-01
"670",365,"2013-14","Suspect","2013-14"," "," ","Mississippi","Winston","28159","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Winston-Mississippi",2013-01-01,2013,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"671",366,"2016-17","Suspect","2016-17"," ","03/02/2017","Alabama","Bibb","01007","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Bibb-Alabama",2016-01-01,2016,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"672",367,"2016-17","Suspect","2016-17"," "," ","Texas","Scurry","48415","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Scurry-Texas",2016-01-01,2016,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"673",368,"2013-14","Suspect","2013-14"," "," ","Mississippi","Neshoba","28099","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Neshoba-Mississippi",2013-01-01,2013,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"674",369,"2013-14","Suspect","2013-14"," "," ","Mississippi","Jasper","28061","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Jasper-Mississippi",2013-01-01,2013,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"675",370,"2013-14","Suspect","2013-14"," "," ","Mississippi","Smith","28129","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Smith-Mississippi",2013-01-01,2013,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"676",371,"2013-14","Confirmed"," ","2013-14"," ","Michigan","Keweenaw","26083","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Keweenaw-Michigan",2013-01-01,2013,372,"GC33JR4","Cliff Mine water supply",47.37243,-88.31528,2013-09-14,"Type.found_it","Team MEMILA","<p>Such an interesting area to explore. While I was searching out the cache site I came across some others that were studying the smokestack structure. They were from Wisconsin and I told them briefly about geocaching. Found the intended spot and took a pic. E-mailed the cache owner what I believe the answer to be.</p>","Cliff Mine water supply","https://www.geocaching.com/geocache/GC33JR4_cliff-mine-water-supply","United States",46,2,2013-01-01,NA,2013-01-01
