"","STATION","DATE","LATITUDE","LONGITUDE","NAME","MIN"
"489","72546904913","2007-01-01","41.01944","-93.35944","CHARITON MUNICIPAL AIRPORT, IA US","  28.4"
"490","72547294989","2007-01-01","41.99056","-93.61889","AMES MUNICIPAL AIRPORT, IA US","  25.0"
"491","72547394979","2007-01-01","41.83333","-90.33333","CLINTON MUNICIPAL AIRPORT, IA US","  33.8"
"492","72547404915","2007-01-01","41.00722","-94.36306","CRESTON MUNICIPAL AIRPORT, IA US","  19.4"
"493","72547504953","2007-01-01","42.22389","-91.16556","MONTICELLO MUNICIPAL AIRPORT, IA US","  30.2"
"494","72547604916","2007-01-01","43.27528","-91.73917","DECORAH MUNICIPAL AIRPORT, IA US","  28.4"
"495","72547704917","2007-01-01","41.98639","-95.38056","DENISON MUNICIPAL AIRPORT, IA US","  17.6"
"496","72547804920","2007-01-01","42.43639","-93.86861","WEBSTER CITY MUNICIPAL AIRPORT, IA US","  21.2"
"497","72548304930","2007-01-01","40.65917","-91.32667","FORT MADISON MUNICIPAL AIRPORT, IA US","  32.0"
"498","72548404942","2007-01-01","42.77778","-96.19361","LE MARS MUNICIPAL AIRPORT, IA US","  15.8"
"499","72548604906","2007-01-01","42.04944","-93.8475","BOONE MUNICIPAL AIRPORT, IA US","  23.0"
"500","72548704950","2007-01-01","41.36667","-91.15","MUSCATINE MUNICIPAL AIRPORT, IA US","  32.0"
"501","72548804955","2007-01-01","42.68083","-91.97444","OELWEIN MUNICIPAL AIRPORT, IA US","  26.6"
"502","72549094933","2007-01-01","42.55","-94.18333","FORT DODGE OZARK AIRLINES, IA US","  21.2"
"503","72549304962","2007-01-01","41.29861","-93.11361","KNOXVILLE MUNICIPAL AIRPORT, IA US","  28.4"
"504","72549404966","2007-01-01","41.01028","-95.25972","RED OAK MUNICIPAL AIRPORT, IA US","  21.2"
"505","72549504975","2007-01-01","43.20833","-95.83333","SHELDON MUNICIPAL AIRPORT, IA US","  19.4"
"506","72549604976","2007-01-01","42.59694","-95.24056","STORM LAKE MUNICIPAL AIRPORT, IA US","  21.2"
"507","72549704908","2007-01-01","41.25944","-95.75972","COUNCIL BLUFFS MUNICIPAL AIRPORT, IA US","  23.0"
"508","72549894998","2007-01-01","41.7","-94.91667","AUDUBON MUNICIPAL AIRPORT, IA US","  19.4"
"509","72549994991","2007-01-01","40.6306","-93.9008","LAMONI MUNICIPAL AIRPORT, IA US","  23.0"
"510","72551214989","2007-01-01","40.89417","-97.62583","YORK, NE US","  19.4"
"511","72551403757","2007-01-01","38.14167","-76.42917","ST INIGOES WEBSTER NAVAL OUTLYING FIELD, MD US","  48.0"
"512","72551594947","2007-01-01","40.30139","-96.75389","BEATRICE MUNICIPAL AIRPORT, NE US","  17.6"
"513","72552494958","2007-01-01","41.62333","-98.94833","ORD EVELYN SHARP FIELD, NE US","  10.0"
"514","72552594949","2007-01-01","40.6005","-98.4258","HASTINGS MUNICIPAL AIRPORT, NE US","  19.0"
"515","72552794978","2007-01-01","41.76361","-96.17778","TEKAMAH MUNICIPAL AIRPORT, NE US","  17.1"
"516","72555594946","2007-01-01","41.43333","-99.63333","BROKEN BOW MUNICIPAL AIRPORT, NE US","   3.9"
"517","72555694975","2007-01-01","42.57694","-100.00056","AINSWORTH MUNICIPAL AIRPORT, NE US","  15.8"
"518","72556404924","2007-01-01","41.44889","-96.52","FREMONT MUNICIPAL AIRPORT, NE US","  17.6"
"519","72556594951","2007-01-01","41.448","-97.34264","COLUMBUS, NE US","  19.4"
"520","72556604957","2007-01-01","42.46972","-98.68806","ONEILL MUNICIPAL AIRPORT, NE US","  17.6"
"521","72562194063","2007-01-01","41.11917","-101.76806","OGALLALA SEARLE FIELD AIRPORT, NE US","   1.4"
"522","72562594040","2007-01-01","40.20639","-100.59139","MCCOOK MUNICIPAL AIRPORT, NE US","   3.0"
"523","72563524044","2007-01-01","42.0573","-102.8017","ALLIANCE MUNICIPAL AIRPORT ASOS, NE US","  -6.0"
"524","72566594073","2007-01-01","41.18944","-103.67083","KIMBALL MUNICIPAL AIRPORT ROBERT E ARRAJ FIELD, NE US","   6.8"
"525","72576394053","2007-01-01","42.0613","-104.1584","TORRINGTON MUNICIPAL AIRPORT, WY US","   7.0"
"526","72605504743","2007-01-01","43.08333","-70.81667","PORTSMOUTH PEASE AFB, NH US","  21.2"
"527","72605654791","2007-01-01","43.27806","-70.92222","ROCHESTER SKYHAVEN AIRPORT, NH US","  19.0"
"528","72606464709","2007-01-01","43.39361","-70.70778","SANFORD REGIONAL AIRPORT, ME US","  10.4"
"529","72607314615","2007-01-01","44.53333","-69.66667","WATERVILLE LEFLEUR AIRPORT, ME US","  14.0"
"530","72607714616","2007-01-01","44.45","-68.36667","BAR HARBOR AIRPORT, ME US","  12.2"
"531","72607994601","2007-01-01","44.06667","-69.1","ROCKLAND KNOX CO REGIONAL AIRPORT, ME US","  12.2"
"532","72608304836","2007-01-01","47.28556","-68.31333","FRENCHVILLE NORTHERN AROOSTOOK AIRPORT, ME US","   7.0"
"533","72611454771","2007-01-01","44.53444","-72.61444","MORRISVILLE STOWE STATE AIRPORT, VT US","  10.9"
"534","72611554740","2007-01-01","43.34361","-72.51778","SPRINGFIELD HARTNESS STATE AIRPORT, VT US","  18.0"
"535","72613014755","2007-01-01","44.27018","-71.30336","MOUNT WASHINGTON, NH US","  14.2"
"536","72615554736","2007-01-01","43.56667","-71.43333","LACONIA, NH US","  15.8"
"537","72616094700","2007-01-01","44.57611","-71.17861","BERLIN MUNICIPAL AIRPORT, NH US","   1.9"
"538","72616354770","2007-01-01","42.805","-72.00361","JAFFREY MUNICIPAL AIRPORT SILVER RANCH, NH US","  19.0"
"539","72616594721","2007-01-01","42.9","-72.26667","KEENE DILLANT HOPKINS AIRPORT, NH US","  21.2"
"540","72616654781","2007-01-01","42.89351","-73.24876","BENNINGTON MORSE STATE AIRPORT, VT US","  23.0"
"541","72618354772","2007-01-01","43.99056","-70.9475","FRYEBURG EASTERN SLOPES REGL AIRPORT, ME US","   9.0"
"542","72618494709","2007-01-01","44.05","-70.28333","AUBURN LEWISTON, ME US","  10.4"
"543","72619094626","2007-01-01","45.46222","-69.59528","GREENVILLE MAINE FORESTRY SERVICE, ME US","  12.0"
"544","72622894740","2007-01-01","44.38528","-74.20667","SARANAC LAKE ADIRONDACK REGIONAL AIRPORT, NY US","  15.1"
"545","72628494836","2007-01-01","46.35","-87.4","GWINN K I SAWYER AFB, MI US","  28.4"
"546","72635594871","2007-01-01","42.1256","-86.4284","BENTON HARBOR, MI US","  35.1"
"547","72635794815","2007-01-01","42.23472","-85.55194","KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","  33.8"
"548","72637594817","2007-01-01","42.665","-83.41806","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","  37.0"
"549","72638594894","2007-01-01","44.26667","-86.25","MANISTEE CO BLACKER AIRPORT, MI US","  37.4"
"550","72639404874","2007-01-01","46.31111","-85.45722","NEWBERRY LUCE CO AIRPORT, MI US","  33.8"
"551","72640404865","2007-01-01","45.92778","-89.73083","LAKELAND NOBLE LEE MEMORIAL FIELD AIRPORT, WI US","  26.6"
"552","72640904897","2007-01-01","43.04083","-88.23694","WAUKESHA CO AIRPORT, WI US","  35.6"
"553","72641304875","2007-01-01","43.41667","-88.13333","WEST BEND MUNICIPAL AIRPORT, WI US","  35.6"
"554","72641404873","2007-01-01","42.61472","-89.59056","MONROE MUNICIPAL AIRPORT, WI US","  32.0"
"555","72641594854","2007-01-01","42.61667","-89.03333","JANESVILLE ROCK CO, WI US","  32.0"
"556","72641754911","2007-01-01","45.10083","-90.30333","MEDFORD TAYLOR CO AIRPORT, WI US","  26.6"
"557","72641854912","2007-01-01","45.30833","-92.69","OSCEOLA L O SIMENSTAD MUNICIPAL AIRPORT, WI US","  21.2"
"558","72641994929","2007-01-01","46.54861","-90.91889","ASHLAND KENNEDY MEMORIAL AIRPORT, WI US","  24.1"
"559","72642494818","2007-01-01","42.76111","-87.81361","RACINE BATTEN AIRPORT, WI US","  35.1"
"560","72642504841","2007-01-01","43.76944","-87.85056","SHEBOYGAN CO MEMORIAL AIRPORT, WI US","  34.0"
"561","72642604895","2007-01-01","44.55","-89.53333","STEVENS POINT MUNICIPAL AIRPORT, WI US","  32.0"
"562","72642754908","2007-01-01","46.68944","-92.09444","SUPERIOR RICHARD I BONG AIRPORT, WI US","  21.2"
"563","72643794940","2007-01-01","43.96667","-90.73333","SPARTA FORT MCCOY, WI US","  33.8"
"564","72643894994","2007-01-01","43.15611","-90.6775","BOSCOBEL AIRPORT, WI US","  33.1"
"565","72644404963","2007-01-01","43.01917","-91.12361","PRAIRIE DU CHIEN MUNICIPAL AIRPORT, WI US","  33.8"
"566","72644904891","2007-01-01","45.19917","-89.71139","MERRILL MUNICIPAL AIRPORT, WI US","  30.2"
"567","72645204826","2007-01-01","44.35917","-89.83694","WISCONSIN RAPIDS ALEXANDER FIELD, WI US","  28.0"
"568","72645594897","2007-01-01","44.13333","-87.66667","MANITOWOC, WI US","  35.6"
"569","72645694855","2007-01-01","43.98444","-88.55694","OSHKOSH WITTMAN REGIONAL AIRPORT, WI US","  33.1"
"570","72645704825","2007-01-01","44.26667","-88.51667","APPLETON OUTAGAMIE CO AIRPORT, WI US","  32.0"
"571","72645804824","2007-01-01","44.85","-87.41667","STURGEON BAY DOOR CO CHERRYLAND AIRPORT, WI US","  35.6"
"572","72646454834","2007-01-01","43.16667","-88.71667","WATERTOWN MUNICIPAL AIRPORT, WI US","  33.8"
"573","72646594890","2007-01-01","44.78333","-89.66667","MOSINEE, WI US","  28.4"
"574","72646654917","2007-01-01","45.2275","-96.00722","APPLETON MUNICIPAL AIRPORT, MN US","  15.8"
"575","72646754909","2007-01-01","45.41861","-91.77333","RICE LAKE REGIONAL AIRPORT CARLS FIELD, WI US","  24.8"
"576","72646854913","2007-01-01","45.70889","-90.40222","PHILLIPS PRICE CO AIRPORT, WI US","  24.8"
"577","72648094853","2007-01-01","45.73333","-87.08333","ESCANABA DELTA CO AIRPORT, MI US","  32.0"
"578","72649804925","2007-01-01","41.05306","-91.97889","FAIRFIELD MUNICIPAL AIRPORT, IA US","  32.0"
"579","72649994971","2007-01-01","43.40111","-94.74722","ESTHERVILLE MUNICIPAL AIRPORT, IA US","  19.9"
"580","72650014972","2007-01-01","43.16444","-95.20167","SPENCER MUNICIPAL AIRPORT, IA US","  15.8"
"581","72650254832","2007-01-01","44.61389","-88.73139","CLINTONVILLE MUNICIPAL AIRPORT, WI US","  33.8"
"582","72650354833","2007-01-01","43.52194","-89.77361","BARABOO WISCONSIN DELLS AIRPORT, WI US","  33.8"
"583","72650454838","2007-01-01","45.93167","-89.26889","EAGLE RIVER UNION AIRPORT, WI US","  26.6"
"584","72650504845","2007-01-01","42.595","-87.93806","KENOSHA REGIONAL AIRPORT, WI US","  35.1"
"585","72650754907","2007-01-01","42.88667","-90.23611","MINERAL POINT IOWA CO AIRPORT, WI US","  32.0"
"586","72650894973","2007-01-01","46.02611","-91.44417","HAYWARD MUNICIPAL AIRPORT, WI US","  24.1"
"587","72650904898","2007-01-01","43.42639","-88.70306","JUNEAU DODGE CO AIRPORT, WI US","  33.8"
"588","72651594902","2007-01-01","44.3","-96.8","BROOKINGS, SD US","  12.2"
"589","72651794039","2007-01-01","43.02056","-102.51833","PINE RIDGE AIRPORT, SD US","  -5.1"
"590","72651894990","2007-01-01","43.39056","-99.84222","WINNER WILEY FIELD, SD US","  16.0"
"591","72651994993","2007-01-01","45.66889","-96.99139","SISSETON MUNICIPAL AIRPORT, SD US","  10.9"
"592","72652594911","2007-01-01","42.87856","-97.36361","YANKTON 2 E, SD US","  17.6"
"593","72653094943","2007-01-01","43.76667","-99.31833","CHAMBERLAIN MUNICIPAL AIRPORT, SD US","  14.0"
"594","72653994056","2007-01-01","45.03194","-102.01917","FAITH MUNICIPAL AIRPORT, SD US","  17.1"
"595","72654404958","2007-01-01","48.01583","-92.85583","ORR REGIONAL AIRPORT, MN US","  12.2"
"596","72654594950","2007-01-01","43.77426","-98.03838","MITCHELL AIRPORT, SD US","  10.9"
"597","72654704931","2007-01-01","45.64389","-95.32028","GLENWOOD MUNICIPAL AIRPORT, MN US","  15.8"
"598","72654804971","2007-01-01","48.94139","-95.34833","WARROAD INTERNATIONAL SWEDE CARLSON FIELD AIRPORT, MN US","   5.0"
"599","72654954905","2007-01-01","47.82194","-92.68944","COOK MUNICIPAL AIRPORT, MN US","  12.2"
"600","72655304951","2007-01-01","44.96889","-95.71","MONTEVIDEO CHIPPEWA CO AIRPORT, MN US","  17.6"
"601","72655454906","2007-01-01","43.98611","-94.55778","ST JAMES MUNICIPAL AIRPORT, MN US","  17.6"
"602","72655594938","2007-01-01","46.40472","-94.13083","BRAINERD CROW WING CO AIRPORT, MN US","  18.0"
"603","72655804914","2007-01-01","46.7025","-92.50417","CLOQUET CARLTON CO AIRPORT, MN US","  15.8"
"604","72655994976","2007-01-01","44.45","-95.81667","MARSHALL RYAN FIELD, MN US","  17.6"
"605","72656194997","2007-01-01","46.44667","-95.21167","WADENA MUNICIPAL AIRPORT, MN US","  10.4"
"606","72656204943","2007-01-01","44.62778","-93.22806","MINNEAPOLIS AIRLAKE AIRPORT, MN US","  19.4"
"607","72656394969","2007-01-01","44.33333","-93.31667","FARIBAULT MUNICIPAL AIRPORT, MN US","  19.4"
"608","72656404967","2007-01-01","44.58917","-92.48472","RED WING REGIONAL AIRPORT, MN US","  24.8"
"609","72656504948","2007-01-01","45.56639","-95.9675","MORRIS MUNICIPAL AIRPORT, MN US","  14.0"
"610","72656604965","2007-01-01","43.98306","-96.30028","PIPESTONE MUNICIPAL AIRPORT, MN US","  17.6"
"611","72656704980","2007-01-01","44.31944","-94.50222","NEW ULM MUNICIPAL AIRPORT, MN US","  19.4"
"612","72656804961","2007-01-01","44.12333","-93.26056","OWATONNA DEGNER REGIONAL AIRPORT, MN US","  19.4"
"613","72656904933","2007-01-01","44.85889","-94.38167","HUTCHINSON MUNICIPAL BUTLER FIELD AIRPORT, MN US","  17.6"
"614","72657494985","2007-01-01","44.63806","-90.1875","MARSHFIELD MUNICIPAL AIRPORT, WI US","  28.0"
"615","72657594960","2007-01-01","45.0622","-93.351","MINNEAPOLIS CRYSTAL AIRPORT, MN US","  21.2"
"616","72657794974","2007-01-01","45.15","-93.21667","MINNEAPOLIS ANOKA CO AIRPORT, MN US","  21.2"
"617","72657804944","2007-01-01","45.94917","-94.34694","LITTLE FALLS MORRISON CO AIRPORT, MN US","  19.4"
"618","72657994963","2007-01-01","44.8321","-93.4705","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","  23.0"
"619","72658304941","2007-01-01","45.14694","-94.50722","LITCHFIELD MUNICIPAL AIRPORT, MN US","  19.4"
"620","72658514954","2007-01-01","44.21667","-93.91667","MANKATO MUNICIPAL AIRPORT, MN US","  17.6"
"621","72658694948","2007-01-01","43.65","-94.41667","FAIRMONT MUNICIPAL AIRPORT, MN US","  19.4"
"622","72658804956","2007-01-01","44.07694","-91.70806","WINONA MUNICIPAL MAX CONRAD FIELD AIRPORT, MN US","  28.4"
"623","72658994968","2007-01-01","43.68333","-93.36667","ALBERT LEA MUNICIPAL AIRPORT, MN US","  17.6"
"624","72659304946","2007-01-01","43.65","-94.98639","JACKSON MUNICIPAL AIRPORT, MN US","  19.4"
"625","72659604978","2007-01-01","44.01778","-92.83139","DODGE CENTER AIRPORT, MN US","  19.4"
"626","72660304974","2007-01-01","44.85694","-93.03278","SOUTH ST PAUL MUNICIPAL RICHARD E FLEMING FIELD AIRPORT, MN US","  24.8"
"627","72662604864","2007-01-01","45.15417","-89.11056","ANTIGO LANGLADE CO AIRPORT, WI US","  28.4"
"628","72667624087","2007-01-01","47.13333","-104.8","GLENDIVE DAWSON COMMUNITY AIRPORT, MT US","   3.2"
"629","72667904969","2007-01-01","45.69778","-92.95278","RUSH CITY REGIONAL AIRPORT, MN US","  23.0"
"630","72668254914","2007-01-01","45.55972","-93.60806","PRINCETON MUNICIPAL AIRPORT, MN US","  17.6"
"631","72668594052","2007-01-01","45.54639","-100.40778","MOBRIDGE MUNICIPAL AIRPORT, SD US","  -0.0"
"632","72677794055","2007-01-01","46.3583","-104.25","BAKER MUNICIPAL AIRPORT, MT US","   5.0"
"633","72711994605","2007-01-01","46.61667","-69.53333","CLAYTON LAKE RAMOS, ME US","   1.9"
"634","72713594623","2007-01-01","43.96361","-69.71167","WISCASSET AIRPORT, ME US","  14.0"
"635","72734404869","2007-01-01","46.25","-84.46667","CHIPPEWA INTERNATIONAL AIRPORT, MI US","  33.8"
"636","72741504803","2007-01-01","45.6314","-89.4823","RHINELANDER ONEIDA CO AIRPORT, WI US","  10.4"
"637","72741754825","2007-01-01","45.40722","-83.81306","ROGERS CITY PRESQUE ISLE CO AIRPORT, MI US","  33.8"
"638","72743404870","2007-01-01","45.30472","-85.27472","CHARLEVOIX MUNICIPAL AIRPORT, MI US","  37.4"
"639","72743554820","2007-01-01","45.865","-84.63722","MACKINAC ISLAND AIRPORT, MI US","  33.8"
"640","72743604863","2007-01-01","44.98639","-85.20306","BELLAIRE ANTRIM CO AIRPORT, MI US","  35.6"
"641","72743794893","2007-01-01","45.81833","-88.11444","IRON MOUNTAIN FORD AIRPORT, MI US","  30.0"
"642","72744404979","2007-01-01","47.04917","-91.745","TWO HARBORS RICHARD B HELGESON AIRPORT, MN US","  19.4"
"643","72744594926","2007-01-01","46.53333","-90.13333","IRONWOOD, MI US","  23.0"
"644","72744904954","2007-01-01","46.41861","-92.80444","MOOSE LAKE CARLTON CO AIRPORT, MN US","  19.4"
"645","72745204912","2007-01-01","47.84167","-96.62139","CROOKSTON MUNICIPAL KIRKWOOD FIELD AIRPORT, MN US","   6.8"
"646","72745404911","2007-01-01","47.83806","-90.38306","GRAND MARAIS COOK CO AIRPORT, MN US","  19.4"
"647","72745604919","2007-01-01","46.72167","-92.04333","DULUTH SKY HARBOR AIRPORT, MN US","  24.8"
"648","72745794962","2007-01-01","46.83333","-95.88333","DETROIT LAKES, MN US","  14.0"
"649","72745894919","2007-01-01","47.21111","-93.50972","GRAND RAPIDS ITASCA CO AIRPORT, MN US","  15.8"
"650","72745994964","2007-01-01","47.81667","-91.83333","ELY MUNICIPAL AIRPORT, MN US","  23.0"
"651","72746604918","2007-01-01","44.98611","-96.04333","MADISON LAC QUI PALRLE CO AIRPORT, MN US","  15.8"
"652","72746704926","2007-01-01","49.31833","-94.90278","FLAG ISLAND AIRPORT, MN US","   8.6"
"653","72746804928","2007-01-01","47.78278","-93.65","BIG FORK MUNICIPAL AIRPORT, MN US","  14.0"
"654","72746994992","2007-01-01","47.74722","-90.34444","GRAND MARAIS, MN US","  28.0"
"655","72747394977","2007-01-01","48.26667","-92.48333","CRANE LAKE, MN US","  12.2"
"656","72747404923","2007-01-01","47.42417","-92.4975","EVELETH VIRGINIA MUNICIPAL AIRPORT, MN US","  15.8"
"657","72747504940","2007-01-01","45.88583","-93.27167","MORA MUNICIPAL AIRPORT, MN US","  19.4"
"658","72747704970","2007-01-01","48.85583","-95.69694","ROSEAU MUNICIPAL RUDY BILLBERG FIELD AIRPORT, MN US","   6.8"
"659","72747804934","2007-01-01","48.7525","-96.94278","HALLOCK MUNICIPAL AIRPORT, MN US","  -7.6"
"660","72748604983","2007-01-01","48.15389","-94.51667","WASKISH MUNICIPAL AIRPORT, MN US","  14.0"
"661","72749704984","2007-01-01","46.99","-94.20389","LONGVILLE MUNICIPAL AIRPORT, MN US","  17.6"
"662","72750304909","2007-01-01","45.55944","-93.265","CAMBRIDGE MUNICIPAL AIRPORT, MN US","  19.4"
"663","72750494999","2007-01-01","46.5475","-93.67667","AITKIN MUNICIPAL AIRPORT, MN US","  17.6"
"664","72750504929","2007-01-01","47.59278","-95.77528","FOSSTON MUNICIPAL AIRPORT, MN US","  12.2"
"665","72750604952","2007-01-01","43.91333","-95.10917","WINDOM MUNICIPAL AIRPORT, MN US","  21.2"
"666","72750754904","2007-01-01","45.33194","-95.65056","BENSON MUNICIPAL AIRPORT, MN US","  14.0"
"667","72750854915","2007-01-01","46.72472","-94.38167","PINE RIVER REGIONAL AIRPORT, MN US","  15.8"
"668","72751454910","2007-01-01","46.38083","-94.80639","STAPLES MUNICIPAL AIRPORT, MN US","  15.8"
"669","72751504982","2007-01-01","45.30556","-96.42417","ORTONVILLE MUNICIPAL MARTINSON FIELD AIRPORT, MN US","  15.8"
"670","72751704932","2007-01-01","44.75583","-94.08111","GLENCOE MUNICIPAL AIRPORT, MN US","  23.0"
"671","72753304922","2007-01-01","45.77972","-96.54472","WHEATON MUNICIPAL AIRPORT, MN US","  12.2"
"672","72755014958","2007-01-01","47.5","-94.93333","BEMIDJI MUNICIPAL AIRPORT, MN US","  12.2"
"673","72755594956","2007-01-01","48.06667","-96.18333","THIEF RIVER FALLS MUNICIPAL AIRPORT, MN US","   5.0"
"674","72755604905","2007-01-01","47.24889","-91.41556","SILVER BAY MUNICIPAL AIRPORT, MN US","  21.2"
"675","72756604902","2007-01-01","43.66472","-92.93333","AUSTIN MUNICIPAL AIRPORT, MN US","  21.2"
"676","72757394928","2007-01-01","48.11667","-98.9","DEVILS LAKE MUNICIPAL AIRPORT, ND US","  -5.8"
"677","72758494038","2007-01-01","46.01389","-102.65472","HETTINGER MUNICIPAL AIRPORT, ND US","   1.9"
"678","72767794041","2007-01-01","47.64583","-101.43944","GARRISON, ND US","  -2.0"
"679","72768794028","2007-01-01","47.71667","-104.18333","SIDNEY RICHLAND MUNICIPAL AIRPORT, MT US","   1.4"
"680","74000154793","2007-01-01","41.19924","-74.62599","SUSSEX AIRPORT, NJ US","  39.2"
"681","74207703763","2007-01-01","36.43722","-79.85111","ROCKINGHAM CO SHILOH AIRPORT, NC US","  50.0"
"682","74207864773","2007-01-01","43.77917","-71.75361","PLYMOUTH MUNICIPAL AIRPORT, NH US","  15.8"
"683","74207963876","2007-01-01","38.91472","-82.09861","POINT PLAESANT MASON CO AIRPORT, WV US","  44.6"
"684","74251353937","2007-01-01","33.94222","-96.39444","DURANT EAKER FIELD AIRPORT, OK US","  28.4"
"685","74370014715","2007-01-01","44.05","-75.73333","WHEELER SACK FIELD ARMY AIR FIELD, NY US","  26.6"
"686","74394654754","2007-01-01","42.78333","-71.51667","NASHUA BOIRE FIELD, NH US","  23.0"
"687","74410414763","2007-01-01","42.42685","-73.28907","PITTSFIELD MUNICIPAL AIRPORT, MA US","  25.0"
"688","74465253897","2007-01-01","37.81139","-88.54889","HARRISBURG RALEIGH AIRPORT, IL US","  35.6"
"689","74465363814","2007-01-01","38.14889","-89.69861","SPARTA COMMUNITY HUNTER FIELD AIRPORT, IL US","  33.8"
"690","74465504808","2007-01-01","41.77","-88.48139","CHICAGO AURORA MUNICIPAL AIRPORT, IL US","  32.0"
"691","74465653891","2007-01-01","38.37861","-88.4125","FAIRFIELD MUNICIPAL AIRPORT, IL US","  33.8"
"692","74465753887","2007-01-01","38.51472","-89.09194","CENTRALIA MUNICIPAL AIRPORT, IL US","  33.8"
"693","74465853889","2007-01-01","38.66472","-88.45278","FLORA MUNICIPAL AIRPORT, IL US","  33.8"
"694","74465953822","2007-01-01","38.72167","-88.17639","OLNEY NOBLE AIRPORT, IL US","  33.8"
"695","74466263817","2007-01-01","39.53417","-89.32778","TAYLORVILLE MUNICIPAL AIRPORT, IL US","  33.8"
"696","74466353950","2007-01-01","39.63861","-90.77833","PITTSFIELD PENSTONE MUNICIPAL AIRPORT, IL US","  33.8"
"697","74466504838","2007-01-01","42.12083","-87.90472","CHICAGO PALWAUKEE AIRPORT, IL US","  34.0"
"698","74466653944","2007-01-01","39.77972","-90.23833","JACKSONVILLE MUNICIPAL AIRPORT, IL US","  32.0"
"699","74467204862","2007-01-01","40.15833","-89.33472","LINCOLN LOGAN CO AIRPORT, IL US","  32.0"
"700","74486454787","2007-01-01","40.73417","-73.41694","FARMINGDALE REPUBLIC AIRPORT, NY US","  37.0"
"701","74490494723","2007-01-01","42.71722","-71.12389","LAWRENCE MUNICIPAL AIRPORT, MA US","  24.1"
"702","74543093978","2007-01-01","37.70167","-98.74694","PRATT INDUSTRIAL AIRPORT, KS US","  21.2"
"703","74543103998","2007-01-01","37.32778","-95.50417","PARSONS TRI CITY AIRPORT, KS US","  26.1"
"704","74594693786","2007-01-01","38.30833","-75.12389","OCEAN CITY MUNICIPAL AIRPORT, MD US","  50.0"
"705","74596603726","2007-01-01","39.00833","-74.90806","WILDWOOD CAPE MAY CO AIRPORT, NJ US","  44.6"
"706","74598563806","2007-01-01","36.63056","-80.01833","MARTINSVILLE BLUE RIDGE AIRPORT, VA US","  48.2"
"707","74692503741","2007-01-01","35.57028","-77.04972","WARREN FIELD AIRPORT, NC US","  59.0"
"708","74692903702","2007-01-01","35.0","-77.98167","KENANSVILLE DUPLIN CO AIRPORT, NC US","  60.8"
"709","74693503709","2007-01-01","35.65361","-79.895","ASHEBORO MUNICIPAL AIRPORT, NC US","  53.6"
"710","74693603712","2007-01-01","35.37861","-78.73361","ERWIN HARNETT CO AIRPORT, NC US","  55.4"
"711","74693993785","2007-01-01","35.93333","-79.06417","CHAPEL HILL WILLIAMS AIRPORT, NC US","  51.1"
"712","74694003708","2007-01-01","35.46028","-77.96472","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  59.0"
"713","74733503059","2007-01-01","30.58583","-100.64861","SONORA MUNICIPAL AIRPORT, TX US","  24.8"
"714","74735553997","2007-01-01","31.91667","-98.60028","COMANCHE CO CITY AIRPORT, TX US","  32.0"
"715","74754093915","2007-01-01","31.33472","-92.55861","ALEXANDRIA INTERNATIONAL AIRPORT, LA US","  39.0"
"716","74780563818","2007-01-01","32.48306","-81.73722","STATESBORO BULLOCH CO AIRPORT, GA US","  55.4"
"717","74780663809","2007-01-01","32.955","-84.26417","THOMASTON UPSON CO AIRPORT, GA US","  51.8"
"718","74780703821","2007-01-01","33.01667","-85.06667","LA GRANGE CAA AIRPORT, GA US","  46.4"
"719","74780863803","2007-01-01","33.97972","-83.96333","LAWRENCEVILLE GWINNET CO BRISCOE FIELD AIRPORT, GA US","  48.2"
"720","74780903832","2007-01-01","33.98278","-83.66806","WINDER BARROW CO AIRPORT, GA US","  46.4"
"721","74781263813","2007-01-01","34.01306","-84.59861","MARIETTA COBB CO MCCOLLUM FIELD AIRPORT, GA US","  44.6"
"722","74794612886","2007-01-01","28.61667","-80.68333","TITUSVILLE NASA SHUTTLE LANDING FACILITY, FL US","9999.9"
"723","99999903072","2007-01-01","32.0408","-100.2495","BRONTE 11 NNE, TX US","  28.6"
"724","99999903755","2007-01-01","39.58028","-79.33944","OAKLAND GARRETT CO AIRPORT, MD US","  33.8"
"725","99999903761","2007-01-01","39.8593","-75.7861","AVONDALE 2 N, PA US","  40.3"
"726","99999923904","2007-01-01","35.8201","-91.7812","BATESVILLE 8 WNW, AR US","  34.7"
"727","99999963862","2007-01-01","34.5653","-85.6171","VALLEY HEAD 1 SSW, AL US","  39.0"
"728","99999963867","2007-01-01","34.1954","-86.7963","CULLMAN 3 ENE, AL US","  36.1"
"729","99999963868","2007-01-01","34.6602","-87.3462","COURTLAND 2 WSW, AL US","  38.3"
"730","99999963869","2007-01-01","30.5485","-87.8757","FAIRHOPE 3 NE, AL US","  46.9"
"731","99999963871","2007-01-01","30.84583","-85.60139","BONIFAY TRI CO AIRPORT, FL US","  57.0"
"732","99999963895","2007-01-01","34.4535","-87.7104","RUSSELLVILLE 4 SSE, AL US","  38.1"
"733","99999963896","2007-01-01","34.6941","-85.9998","SCOTTSBORO 2 NE, AL US","  36.3"
